  (0, 168)	0.27307314463551025
  (0, 161)	0.27307314463551025
  (0, 156)	0.20542650664973552
  (0, 151)	0.32329740239295707
  (0, 146)	0.20542650664973552
  (0, 144)	0.4247611062058208
  (0, 141)	0.20136924713132856
  (0, 112)	0.32329740239295707
  (0, 79)	0.4247611062058208
  (0, 30)	0.3950012998971388
  (1, 181)	0.2754973816774553
  (1, 175)	0.19659964655766096
  (1, 173)	0.3146409565593591
  (1, 169)	0.29259643838860233
  (1, 160)	0.3146409565593591
  (1, 146)	0.15216928200483762
  (1, 145)	0.3146409565593591
  (1, 116)	0.4428027461952655
  (1, 32)	0.3146409565593591
  (1, 16)	0.3146409565593591
  (1, 3)	0.29259643838860233
  (2, 168)	0.5218820505816445
  (2, 161)	0.5218820505816445
  (2, 131)	0.6747430996767552
  (3, 168)	0.5218820505816445
  :	:
  (61, 166)	0.3943239785505543
  (61, 146)	0.24029071784225942
  (61, 118)	0.46203942932615344
  (61, 90)	0.41297674531822887
  (61, 49)	0.46203942932615344
  (62, 178)	0.43503828587976195
  (62, 166)	0.3943239785505543
  (62, 146)	0.24029071784225942
  (62, 118)	0.46203942932615344
  (62, 90)	0.41297674531822887
  (62, 49)	0.46203942932615344
  (63, 175)	0.363899304302998
  (63, 156)	0.28166020045008744
  (63, 141)	0.27609729356007723
  (63, 129)	0.46221248926367087
  (63, 128)	0.46221248926367087
  (63, 110)	0.4265670699879162
  (63, 1)	0.32058520963746506
  (64, 174)	0.5178407330590956
  (64, 167)	0.5178407330590956
  (64, 146)	0.3543413933643776
  (64, 59)	0.581484417089769
  (65, 158)	0.5400214821018482
  (65, 136)	0.5400214821018482
  (65, 111)	0.6455645573736575
